student_code,subject_id,school_year_id,semester_index,evaluated_at_week,subject_category,grade_level,weighted_early_avg,weighted_late_avg,score_slope,score_volatility,max_drop,last_score,max_coefficient_so_far,high_weight_score_count,last_high_weight_score,lms_avg_score,lms_recent_drop,lms_submission_rate,lms_recent_submission_rate,lms_gradebook_gap,daily_absence_rate,unexcused_absent_rate,excused_absent_days,total_late_count,total_demerit_points,repeat_offense_count,severe_sanction_count,actual_final_grade,actual_risk_level,is_at_risk
HS2110423,3,2025,1,5,HUMANITIES,11,8.9,8.47,0.0,0.0,0.0,8.92,0.95,0,9.02,9.43,-0.11,0.9612,0.9755,0.43,0.0,0.0,0,0,0.02,0,0,8.5,LOW,0
HS2110423,7,2025,1,5,MATH_SCIENCE,11,8.22,8.01,0.0,0.0,0.0,8.09,1.02,0,8.53,9.21,-0.19,1.0,0.9752,0.54,0.0,0.0,0,0,0.02,0,0,8.2,LOW,0
HS2110423,8,2025,1,5,HUMANITIES,11,9.68,9.76,0.0,0.0,0.0,9.65,0.99,0,8.84,8.68,0.01,0.9984,1.0,-0.67,0.0,0.0,0,0,0.02,0,0,8.3,LOW,0
HS2110423,4,2025,1,5,MATH_SCIENCE,11,9.28,9.01,0.0,0.0,0.0,9.06,1.0,0,8.7,8.51,0.02,1.0,1.0,-0.19,0.0,0.0,0,0,0.02,0,0,8.0,LOW,0
HS2110423,5,2025,1,5,MATH_SCIENCE,11,8.93,9.28,0.0,0.0,0.0,8.93,0.96,0,8.62,8.61,-0.02,1.0,1.0,-0.02,0.0,0.0,0,0,0.02,0,0,8.3,LOW,0
HS2110423,6,2025,1,5,MATH_SCIENCE,11,8.4,8.55,0.0,0.0,0.0,8.9,0.96,0,8.77,9.05,-0.09,1.0,1.0,-0.1,0.0,0.0,0,0,0.02,0,0,8.0,LOW,0
HS2110423,13,2025,1,5,TECHNOLOGY,11,8.75,8.88,0.0,0.0,0.0,8.79,1.0,0,8.71,9.86,-0.4,1.0,1.0,0.81,0.0,0.0,0,0,0.02,0,0,8.1,LOW,0
HS2110423,14,2025,1,5,TECHNOLOGY,11,8.47,8.74,0.0,0.0,0.0,8.99,0.99,0,8.24,9.26,-0.42,1.0,1.0,0.36,0.0,0.0,0,0,0.02,0,0,8.0,LOW,0
HS2110423,9,2025,1,5,HUMANITIES,11,9.05,9.29,0.0,0.0,0.0,9.08,0.96,0,9.25,8.96,0.23,0.9504,1.0,-0.15,0.0,0.0,0,0,0.02,0,0,8.3,LOW,0
HS170424,106,2025,1,5,MATH_SCIENCE,7,8.94,8.93,0.0,0.0,0.0,9.52,1.01,0,9.15,8.03,0.03,0.9804,1.0,-1.37,0.0399,0.0391,0,0,0.08,0,0,8.4,LOW,0
HS170424,2,2025,1,5,HUMANITIES,7,9.0,8.92,0.0,0.0,0.0,8.84,0.97,0,8.6,7.74,0.34,1.0,0.9676,-1.16,0.0393,0.0404,0,0,0.08,0,0,8.5,LOW,0
HS170424,3,2025,1,5,HUMANITIES,7,9.16,9.29,0.0,0.0,0.0,9.83,1.04,0,9.62,7.65,0.07,0.9956,1.0,-1.87,0.0381,0.0417,0,0,0.08,0,0,8.4,LOW,0
HS170424,7,2025,1,5,MATH_SCIENCE,7,8.58,9.11,0.0,0.0,0.0,9.16,1.01,0,8.97,7.61,0.07,0.9931,0.985,-1.12,0.0391,0.0408,0,0,0.08,0,0,8.5,LOW,0
HS170424,8,2025,1,5,HUMANITIES,7,8.68,8.44,0.0,0.0,0.0,8.39,0.96,0,8.16,8.18,-0.07,1.0,0.9577,-0.48,0.0414,0.0388,0,0,0.08,0,0,8.4,LOW,0
HS170424,4,2025,1,5,MATH_SCIENCE,7,8.16,8.64,0.0,0.0,0.0,8.41,1.03,0,8.57,8.81,-0.31,1.0,1.0,0.45,0.0418,0.0388,0,0,0.08,0,0,8.4,LOW,0
HS170424,5,2025,1,5,MATH_SCIENCE,7,8.41,8.62,0.0,0.0,0.0,8.15,1.05,0,8.73,8.06,0.1,1.0,1.0,-0.53,0.0419,0.0407,0,0,0.08,0,0,8.5,LOW,0
HS170424,6,2025,1,5,MATH_SCIENCE,7,8.37,8.53,0.0,0.0,0.0,8.94,0.97,0,8.82,7.62,0.03,1.0,1.0,-1.26,0.0382,0.0394,0,0,0.08,0,0,8.5,LOW,0
HS170424,13,2025,1,5,TECHNOLOGY,7,8.63,8.76,0.0,0.0,0.0,8.51,1.0,0,9.05,8.14,0.23,1.0,1.0,-0.89,0.0382,0.041,0,0,0.08,0,0,8.6,LOW,0
HS170424,14,2025,1,5,TECHNOLOGY,7,9.43,8.71,0.0,0.0,0.0,9.35,1.0,0,9.48,7.87,0.41,1.0,1.0,-1.27,0.0407,0.0399,0,0,0.08,0,0,8.7,LOW,0
HS170424,9,2025,1,5,HUMANITIES,7,9.05,8.92,0.0,0.0,0.0,9.1,1.03,0,9.26,8.65,0.26,0.9746,0.9598,-0.58,0.0412,0.0402,0,0,0.08,0,0,8.5,LOW,0
HS270425,106,2025,1,5,MATH_SCIENCE,7,4.98,5.0,0.0,0.0,0.0,4.94,0.96,0,5.02,4.45,0.0,0.4142,0.5151,-0.36,0.0398,0.0,1,1,0.15,0,0,5.3,MODERATE,0
HS270425,2,2025,1,5,HUMANITIES,7,3.85,3.89,0.0,0.0,0.0,4.07,1.01,0,4.02,5.37,-0.29,0.8331,0.7387,1.42,0.0412,0.0,1,1,0.15,0,0,4.8,HIGH,1
HS270425,3,2025,1,5,HUMANITIES,7,3.93,4.12,0.0,0.0,0.0,4.0,0.95,0,3.81,6.97,0.07,0.9796,0.9656,2.71,0.0386,0.0,1,1,0.15,0,0,4.8,HIGH,1
HS270425,7,2025,1,5,MATH_SCIENCE,7,4.28,4.1,0.0,0.0,0.0,4.34,0.98,0,4.09,5.67,0.04,0.785,0.7543,1.52,0.0383,0.0,1,1,0.15,0,0,5.2,MODERATE,0
HS270425,8,2025,1,5,HUMANITIES,7,4.33,4.32,0.0,0.0,0.0,4.3,0.97,0,4.44,4.85,0.55,0.601,0.4842,0.46,0.0389,0.0,1,1,0.15,0,0,4.9,HIGH,1
HS270425,4,2025,1,5,MATH_SCIENCE,7,3.91,3.87,0.0,0.0,0.0,3.85,1.01,0,3.87,5.39,0.0,0.602,0.7532,1.51,0.0388,0.0,1,1,0.15,0,0,5.1,MODERATE,0
HS270425,5,2025,1,5,MATH_SCIENCE,7,4.47,4.65,0.0,0.0,0.0,4.47,1.01,0,4.82,5.41,0.0,0.6087,0.7694,0.9,0.0406,0.0,1,1,0.16,0,0,5.3,MODERATE,0
HS270425,6,2025,1,5,MATH_SCIENCE,7,4.32,4.34,0.0,0.0,0.0,4.29,0.99,0,4.32,6.61,0.0,0.5822,0.728,2.04,0.0382,0.0,1,1,0.15,0,0,5.2,MODERATE,0
HS270425,13,2025,1,5,TECHNOLOGY,7,4.47,4.72,0.0,0.0,0.0,4.67,0.97,0,4.83,6.49,-0.4,0.3963,0.2518,1.98,0.042,0.0,1,1,0.15,0,0,5.3,MODERATE,0
HS270425,14,2025,1,5,TECHNOLOGY,7,4.71,4.46,0.0,0.0,0.0,4.46,1.0,0,4.7,6.07,-0.26,0.8079,0.7345,1.92,0.0391,0.0,1,1,0.15,0,0,5.2,MODERATE,0
HS270425,9,2025,1,5,HUMANITIES,7,4.18,4.17,0.0,0.0,0.0,3.91,0.96,0,4.08,6.65,-0.37,0.7829,0.7746,2.37,0.0417,0.0,1,1,0.15,0,0,4.9,HIGH,1
HS170426,106,2025,1,5,MATH_SCIENCE,7,1.16,1.25,0.0,0.0,0.0,1.15,0.99,0,1.16,7.94,0.0,0.4,0.4912,6.78,0.2815,0.1575,3,0,0.63,0,0,3.9,HIGH,1
HS170426,2,2025,1,5,HUMANITIES,7,3.55,3.56,0.0,0.0,0.0,3.57,0.96,0,3.64,5.94,0.83,0.4107,0.2423,2.8,0.273,0.1671,3,0,0.62,0,0,5.1,MODERATE,0
HS170426,3,2025,1,5,HUMANITIES,7,3.13,3.07,0.0,0.0,0.0,2.95,1.04,0,3.1,7.09,0.0,0.3915,0.4852,3.75,0.2681,0.1628,3,0,0.68,0,0,5.1,MODERATE,0
HS170426,7,2025,1,5,MATH_SCIENCE,7,1.85,1.88,0.0,0.0,0.0,1.85,1.05,0,1.9,7.03,0.01,0.6008,0.4783,5.15,0.2733,0.163,3,0,0.65,0,0,4.1,HIGH,1
HS170426,8,2025,1,5,HUMANITIES,7,3.15,2.95,0.0,0.0,0.0,2.99,1.03,0,3.19,8.18,0.47,0.5792,0.4953,4.93,0.2666,0.1576,3,0,0.67,0,0,5.1,MODERATE,0
HS170426,4,2025,1,5,MATH_SCIENCE,7,1.28,1.31,0.0,0.0,0.0,1.34,1.01,0,1.29,6.95,0.03,0.7847,0.7722,5.42,0.2747,0.1595,3,0,0.64,0,0,3.9,HIGH,1
HS170426,5,2025,1,5,MATH_SCIENCE,7,1.2,1.15,0.0,0.0,0.0,1.24,1.01,0,1.15,5.8,0.0,0.1934,0.2526,4.23,0.2851,0.1581,3,0,0.63,0,0,4.0,HIGH,1
HS170426,6,2025,1,5,MATH_SCIENCE,7,1.43,1.41,0.0,0.0,0.0,1.37,0.98,0,1.34,8.47,0.0,0.2086,0.2529,7.09,0.2782,0.1679,3,0,0.66,0,0,4.2,HIGH,1
HS170426,13,2025,1,5,TECHNOLOGY,7,1.06,1.12,0.0,0.0,0.0,1.13,0.98,0,1.07,6.89,0.0,0.1979,0.2509,5.69,0.2791,0.1597,3,0,0.63,0,0,4.0,HIGH,1
HS170426,14,2025,1,5,TECHNOLOGY,7,1.28,1.31,0.0,0.0,0.0,1.33,1.03,0,1.33,6.99,0.0,0.4096,0.5179,6.29,0.2713,0.1537,3,0,0.62,0,0,4.0,HIGH,1
HS170426,9,2025,1,5,HUMANITIES,7,2.9,2.97,0.0,0.0,0.0,2.97,1.03,0,3.07,6.39,0.29,0.5781,0.4991,3.39,0.2771,0.1612,3,0,0.67,0,0,5.1,MODERATE,0
HS1100427,106,2025,1,5,MATH_SCIENCE,10,7.98,7.6,0.0,0.0,0.0,8.1,0.99,0,7.93,9.57,-0.15,0.95,1.0,1.49,0.0,0.0,0,1,0.95,0,0,9.0,LOW,0
HS1100427,2,2025,1,5,HUMANITIES,10,6.46,6.02,0.0,0.0,0.0,6.36,0.96,0,6.32,9.66,-0.17,0.9564,1.0,3.25,0.0,0.0,0,1,0.98,0,0,7.9,LOW,0
HS1100427,3,2025,1,5,HUMANITIES,10,6.16,6.52,0.0,0.0,0.0,6.3,1.03,0,6.53,9.09,-0.5,1.0,0.966,2.98,0.0,0.0,0,1,1.03,0,0,7.9,LOW,0
HS1100427,7,2025,1,5,MATH_SCIENCE,10,7.34,7.89,0.0,0.0,0.0,7.39,0.96,0,7.81,8.62,-0.34,0.9808,0.9911,1.23,0.0,0.0,0,1,0.96,0,0,8.7,LOW,0
HS1100427,8,2025,1,5,HUMANITIES,10,6.83,6.87,0.0,0.0,0.0,6.92,1.01,0,6.62,8.11,-0.13,0.9798,0.9639,1.5,0.0,0.0,0,1,0.99,0,0,7.9,LOW,0
HS1100427,4,2025,1,5,MATH_SCIENCE,10,8.09,7.49,0.0,0.0,0.0,7.83,0.95,0,8.13,9.66,-0.45,1.0,0.9847,1.69,0.0,0.0,0,1,0.96,0,0,8.9,LOW,0
HS1100427,5,2025,1,5,MATH_SCIENCE,10,8.5,8.51,0.0,0.0,0.0,8.31,0.98,0,8.63,9.2,-0.07,1.0,0.9748,0.66,0.0,0.0,0,1,1.01,0,0,9.1,LOW,0
HS1100427,6,2025,1,5,MATH_SCIENCE,10,7.65,7.89,0.0,0.0,0.0,7.57,1.0,0,7.67,9.42,-0.1,0.9629,1.0,1.37,0.0,0.0,0,1,0.97,0,0,9.0,LOW,0
HS1100427,13,2025,1,5,TECHNOLOGY,10,7.79,8.14,0.0,0.0,0.0,7.78,1.04,0,7.97,8.09,-0.03,1.0,0.9615,0.27,0.0,0.0,0,1,1.04,0,0,9.0,LOW,0
HS1100427,14,2025,1,5,TECHNOLOGY,10,7.16,7.48,0.0,0.0,0.0,7.16,1.02,0,7.74,9.5,0.21,1.0,0.9534,1.78,0.0,0.0,0,1,1.05,0,0,8.9,LOW,0
HS1100427,9,2025,1,5,HUMANITIES,10,6.35,6.89,0.0,0.0,0.0,6.31,1.0,0,6.7,8.41,0.1,0.8236,0.7492,2.1,0.0,0.0,0,1,0.97,0,0,8.0,LOW,0
HS2100428,106,2025,1,5,MATH_SCIENCE,10,8.23,7.75,0.0,0.0,0.0,8.09,1.04,0,8.45,7.23,0.23,1.0,0.9934,-0.68,0.0404,0.0,1,1,0.17,0,0,8.8,LOW,0
HS2100428,2,2025,1,5,HUMANITIES,10,9.24,9.3,0.0,0.0,0.0,9.16,0.95,0,8.72,7.38,-0.36,1.0,0.959,-1.45,0.039,0.0,1,1,0.16,0,0,9.0,LOW,0
HS2100428,3,2025,1,5,HUMANITIES,10,8.89,8.83,0.0,0.0,0.0,8.61,1.0,0,8.62,8.32,-0.02,0.8389,0.7175,-0.75,0.0383,0.0,1,1,0.15,0,0,9.1,LOW,0
HS2100428,7,2025,1,5,MATH_SCIENCE,10,8.36,8.42,0.0,0.0,0.0,8.58,0.96,0,8.12,7.38,0.2,1.0,0.9803,-0.83,0.0416,0.0,1,1,0.16,0,0,8.7,LOW,0
HS2100428,8,2025,1,5,HUMANITIES,10,8.76,9.05,0.0,0.0,0.0,9.08,0.98,0,8.91,7.33,0.0,0.3985,0.483,-1.25,0.0413,0.0,1,1,0.15,0,0,9.1,LOW,0
HS2100428,4,2025,1,5,MATH_SCIENCE,10,8.02,8.32,0.0,0.0,0.0,7.81,1.01,0,8.0,6.93,-0.05,1.0,0.9825,-0.85,0.0416,0.0,1,1,0.15,0,0,8.7,LOW,0
HS2100428,5,2025,1,5,MATH_SCIENCE,10,8.05,8.04,0.0,0.0,0.0,8.5,1.05,0,8.57,7.27,-0.14,0.6057,0.5092,-0.82,0.0401,0.0,1,1,0.16,0,0,8.6,LOW,0
HS2100428,6,2025,1,5,MATH_SCIENCE,10,8.58,8.93,0.0,0.0,0.0,9.16,1.03,0,9.06,6.95,0.0,0.6144,0.7844,-2.08,0.0393,0.0,1,1,0.17,0,0,8.7,LOW,0
HS2100428,13,2025,1,5,TECHNOLOGY,10,8.32,8.83,0.0,0.0,0.0,8.23,1.01,0,8.69,7.72,-0.1,0.9741,1.0,-0.58,0.0385,0.0,1,1,0.16,0,0,8.9,LOW,0
HS2100428,14,2025,1,5,TECHNOLOGY,10,8.0,8.39,0.0,0.0,0.0,7.97,1.02,0,8.38,7.86,0.0,0.5777,0.7531,-0.23,0.0412,0.0,1,1,0.16,0,0,8.9,LOW,0
HS2100428,9,2025,1,5,HUMANITIES,10,9.29,9.24,0.0,0.0,0.0,9.22,0.98,0,8.8,7.17,0.0,0.4162,0.5046,-1.76,0.0403,0.0,1,1,0.15,0,0,8.9,LOW,0
HS280429,106,2025,1,5,MATH_SCIENCE,8,9.3,9.69,0.0,0.0,0.0,9.38,1.01,0,9.94,8.64,0.12,1.0,0.979,-0.48,0.0,0.0,0,1,0.12,0,0,9.3,LOW,0
HS280429,2,2025,1,5,HUMANITIES,8,10.13,9.54,0.0,0.0,0.0,9.47,1.0,0,9.64,9.04,0.01,0.9828,0.9542,-0.98,0.0,0.0,0,1,0.12,0,0,9.2,LOW,0
HS280429,3,2025,1,5,HUMANITIES,8,9.19,9.95,0.0,0.0,0.0,9.14,1.05,0,9.32,8.97,-0.09,1.0,1.0,-0.56,0.0,0.0,0,1,0.13,0,0,9.0,LOW,0
HS280429,7,2025,1,5,MATH_SCIENCE,8,10.07,10.37,0.0,0.0,0.0,10.43,0.97,0,9.86,8.56,0.04,1.0,0.9519,-1.93,0.0,0.0,0,1,0.12,0,0,9.2,LOW,0
HS280429,8,2025,1,5,HUMANITIES,8,10.19,9.85,0.0,0.0,0.0,10.0,1.04,0,10.36,8.64,0.37,0.6121,0.4886,-1.2,0.0,0.0,0,1,0.12,0,0,9.1,LOW,0
HS280429,4,2025,1,5,MATH_SCIENCE,8,9.09,9.97,0.0,0.0,0.0,9.57,1.0,0,9.4,8.91,-0.29,0.9892,1.0,-0.82,0.0,0.0,0,1,0.12,0,0,9.2,LOW,0
HS280429,5,2025,1,5,MATH_SCIENCE,8,10.28,9.86,0.0,0.0,0.0,9.87,0.98,0,9.78,9.11,-0.38,0.9531,1.0,-1.05,0.0,0.0,0,1,0.12,0,0,9.3,LOW,0
HS280429,6,2025,1,5,MATH_SCIENCE,8,10.35,9.94,0.0,0.0,0.0,10.0,1.03,0,10.08,8.46,-0.1,0.9502,1.0,-1.12,0.0,0.0,0,1,0.12,0,0,9.3,LOW,0
HS280429,13,2025,1,5,TECHNOLOGY,8,9.39,10.08,0.0,0.0,0.0,9.56,1.03,0,9.41,8.48,-0.1,0.9877,0.9659,-1.43,0.0,0.0,0,1,0.11,0,0,9.4,LOW,0
HS280429,14,2025,1,5,TECHNOLOGY,8,9.98,9.61,0.0,0.0,0.0,9.28,0.98,0,10.03,8.7,-0.07,1.0,0.9814,-0.54,0.0,0.0,0,1,0.12,0,0,9.3,LOW,0
HS280429,9,2025,1,5,HUMANITIES,8,9.46,9.1,0.0,0.0,0.0,9.29,1.01,0,8.97,8.85,0.28,0.8016,0.7298,-0.26,0.0,0.0,0,1,0.12,0,0,9.3,LOW,0
HS160430,106,2025,1,5,MATH_SCIENCE,6,5.61,5.77,0.0,0.0,0.0,5.73,1.0,0,5.6,6.92,-0.14,0.4072,0.249,1.2,0.1176,0.0809,1,1,1.14,0,0,6.3,MODERATE,0
HS160430,2,2025,1,5,HUMANITIES,6,6.45,6.74,0.0,0.0,0.0,6.65,1.01,0,6.3,6.06,0.2,0.5925,0.4899,-0.28,0.1233,0.0763,1,1,1.12,0,0,7.4,LOW,0
HS160430,3,2025,1,5,HUMANITIES,6,7.02,6.95,0.0,0.0,0.0,7.33,0.99,0,6.76,6.76,0.39,1.0,1.0,-0.48,0.1152,0.0787,1,1,1.16,0,0,7.3,LOW,0
HS160430,7,2025,1,5,MATH_SCIENCE,6,5.11,4.78,0.0,0.0,0.0,5.1,1.02,0,4.96,6.3,0.17,1.0,0.9598,1.33,0.1142,0.0835,1,1,1.16,0,0,6.4,MODERATE,0
HS160430,8,2025,1,5,HUMANITIES,6,7.04,7.64,0.0,0.0,0.0,7.32,1.05,0,7.53,6.99,0.0,0.3909,0.5048,-0.7,0.122,0.0784,1,1,1.13,0,0,7.6,LOW,0
HS160430,4,2025,1,5,MATH_SCIENCE,6,5.3,5.61,0.0,0.0,0.0,5.6,0.97,0,5.54,6.75,-0.28,0.6082,0.5009,1.24,0.1177,0.0835,1,1,1.16,0,0,6.3,MODERATE,0
HS160430,5,2025,1,5,MATH_SCIENCE,6,5.97,5.85,0.0,0.0,0.0,5.89,1.0,0,5.98,5.83,0.0,0.4199,0.491,-0.14,0.1174,0.0789,1,1,1.2,0,0,6.4,MODERATE,0
HS160430,6,2025,1,5,MATH_SCIENCE,6,5.39,5.88,0.0,0.0,0.0,5.78,1.0,0,5.62,7.33,0.0,0.3927,0.5059,1.34,0.1198,0.0782,1,1,1.14,0,0,6.3,MODERATE,0
HS160430,13,2025,1,5,TECHNOLOGY,6,5.54,5.35,0.0,0.0,0.0,5.04,0.98,0,5.25,6.36,0.35,0.5864,0.5078,1.01,0.1209,0.0831,1,1,1.12,0,0,6.2,MODERATE,0
HS160430,14,2025,1,5,TECHNOLOGY,6,5.35,5.31,0.0,0.0,0.0,4.97,0.97,0,5.08,6.54,0.0,0.6068,0.7242,1.57,0.1184,0.0825,1,1,1.13,0,0,6.3,MODERATE,0
HS160430,9,2025,1,5,HUMANITIES,6,7.1,7.33,0.0,0.0,0.0,6.82,0.98,0,6.88,6.48,0.23,0.5854,0.5088,-0.2,0.115,0.0809,1,1,1.18,0,0,7.4,LOW,0
HS190431,106,2025,1,5,MATH_SCIENCE,9,0.69,0.71,0.0,0.0,0.0,0.68,0.97,0,0.72,0.25,0.0,0.191,0.261,-0.46,0.2698,0.2043,2,0,5.52,2,0,2.6,CRITICAL,1
HS190431,2,2025,1,5,HUMANITIES,9,2.13,2.16,0.0,0.0,0.0,2.18,1.01,0,2.09,,,0.0,0.0,,0.2937,0.1915,2,0,5.49,2,0,3.2,CRITICAL,1
HS190431,3,2025,1,5,HUMANITIES,9,1.47,1.46,0.0,0.0,0.0,1.4,0.97,0,1.38,,,0.0,0.0,,0.268,0.2006,2,0,5.14,2,0,3.2,CRITICAL,1
HS190431,7,2025,1,5,MATH_SCIENCE,9,1.3,1.33,0.0,0.0,0.0,1.35,1.02,0,1.32,,,0.0,0.0,,0.2862,0.2047,2,0,5.42,2,0,2.6,CRITICAL,1
HS190431,8,2025,1,5,HUMANITIES,9,2.09,2.07,0.0,0.0,0.0,2.17,0.99,0,2.17,,,0.0,0.0,,0.2737,0.1966,2,0,5.37,2,0,3.2,CRITICAL,1
HS190431,4,2025,1,5,MATH_SCIENCE,9,0.61,0.62,0.0,0.0,0.0,0.6,0.95,0,0.58,1.73,0.0,0.1975,0.2456,1.18,0.2666,0.1928,2,0,5.09,2,0,2.7,CRITICAL,1
HS190431,5,2025,1,5,MATH_SCIENCE,9,1.26,1.2,0.0,0.0,0.0,1.22,0.98,0,1.17,2.1,0.0,0.2063,0.2421,0.9,0.2893,0.206,2,0,5.38,2,0,2.9,CRITICAL,1
HS190431,6,2025,1,5,MATH_SCIENCE,9,0.39,0.38,0.0,0.0,0.0,0.41,1.02,0,0.39,,,0.0,0.0,,0.2912,0.1952,2,0,5.12,2,0,2.7,CRITICAL,1
HS190431,13,2025,1,5,TECHNOLOGY,9,0.71,0.68,0.0,0.0,0.0,0.7,0.98,0,0.72,1.18,0.0,0.2066,0.2431,0.53,0.2688,0.2037,2,0,5.18,2,0,2.7,CRITICAL,1
HS190431,14,2025,1,5,TECHNOLOGY,9,0.3,0.3,0.0,0.0,0.0,0.3,0.99,0,0.3,,,0.0,0.0,,0.272,0.1942,2,0,5.24,2,0,2.7,CRITICAL,1
HS190431,9,2025,1,5,HUMANITIES,9,2.26,2.33,0.0,0.0,0.0,2.32,0.98,0,2.24,,,0.0,0.0,,0.2759,0.205,2,0,5.24,2,0,3.4,CRITICAL,1
HS2100432,106,2025,1,5,MATH_SCIENCE,10,3.9,4.17,0.0,0.0,0.0,4.02,1.01,0,4.13,6.37,0.0,0.3882,0.4831,2.53,0.0813,0.0778,0,0,0.41,0,0,6.2,MODERATE,0
HS2100432,2,2025,1,5,HUMANITIES,10,3.39,3.55,0.0,0.0,0.0,3.42,0.96,0,3.62,6.28,0.34,1.0,1.0,2.81,0.0778,0.0775,0,0,0.4,0,0,6.1,MODERATE,0
HS2100432,3,2025,1,5,HUMANITIES,10,3.58,3.85,0.0,0.0,0.0,3.63,1.01,0,3.85,4.69,-0.15,0.7737,0.755,1.28,0.076,0.0795,0,0,0.39,0,0,6.0,MODERATE,0
HS2100432,7,2025,1,5,MATH_SCIENCE,10,4.82,5.21,0.0,0.0,0.0,4.95,0.97,0,4.87,7.26,0.0,0.2063,0.2461,2.49,0.0835,0.0773,0,0,0.4,0,0,6.4,MODERATE,0
HS2100432,8,2025,1,5,HUMANITIES,10,4.34,4.09,0.0,0.0,0.0,4.39,1.02,0,4.09,5.76,0.35,0.7728,0.7666,1.67,0.0816,0.0775,0,0,0.39,0,0,5.9,MODERATE,0
HS2100432,4,2025,1,5,MATH_SCIENCE,10,4.8,4.54,0.0,0.0,0.0,4.55,1.01,0,4.45,6.11,0.02,0.8375,0.7179,1.57,0.0827,0.0787,0,0,0.4,0,0,6.7,LOW,0
HS2100432,5,2025,1,5,MATH_SCIENCE,10,4.97,4.97,0.0,0.0,0.0,4.82,1.03,0,4.81,6.6,-0.37,0.6022,0.4811,1.62,0.0811,0.0811,0,0,0.39,0,0,6.4,MODERATE,0
HS2100432,6,2025,1,5,MATH_SCIENCE,10,4.78,4.49,0.0,0.0,0.0,4.79,1.02,0,4.51,6.63,0.06,0.5905,0.4751,2.1,0.0836,0.0773,0,0,0.4,0,0,6.6,LOW,0
HS2100432,13,2025,1,5,TECHNOLOGY,10,4.77,4.77,0.0,0.0,0.0,4.72,0.97,0,4.5,5.61,0.08,0.9572,0.985,0.97,0.0784,0.08,0,0,0.41,0,0,6.2,MODERATE,0
HS2100432,14,2025,1,5,TECHNOLOGY,10,5.12,5.0,0.0,0.0,0.0,5.15,1.01,0,4.86,5.96,-0.17,0.6044,0.4847,1.05,0.0775,0.0818,0,0,0.4,0,0,6.4,MODERATE,0
HS2100432,9,2025,1,5,HUMANITIES,10,3.64,3.77,0.0,0.0,0.0,3.94,0.98,0,3.71,5.46,-0.64,0.5858,0.4812,1.62,0.0763,0.0776,0,0,0.38,0,0,5.9,MODERATE,0
HS280433,106,2025,1,5,MATH_SCIENCE,8,6.63,6.73,0.0,0.0,0.0,6.4,1.05,0,6.85,6.88,-0.0,0.9766,0.9903,0.29,0.0821,0.0408,1,0,0.31,0,0,6.5,LOW,0
HS280433,2,2025,1,5,HUMANITIES,8,5.51,5.45,0.0,0.0,0.0,5.49,1.03,0,5.98,6.14,0.55,0.8126,0.7693,0.54,0.0771,0.0408,1,0,0.31,0,0,5.7,MODERATE,0
HS280433,3,2025,1,5,HUMANITIES,8,5.92,5.64,0.0,0.0,0.0,5.6,0.98,0,5.78,6.6,-0.34,0.9541,1.0,0.61,0.0828,0.0388,1,0,0.29,0,0,5.7,MODERATE,0
HS280433,7,2025,1,5,MATH_SCIENCE,8,6.93,6.84,0.0,0.0,0.0,6.58,1.03,0,7.19,5.67,-0.11,0.801,0.7469,-0.98,0.0782,0.0389,1,0,0.29,0,0,6.4,MODERATE,0
HS280433,8,2025,1,5,HUMANITIES,8,5.9,5.85,0.0,0.0,0.0,5.63,1.0,0,5.83,5.84,-0.02,0.8083,0.7542,0.12,0.0769,0.0419,1,0,0.31,0,0,5.7,MODERATE,0
HS280433,4,2025,1,5,MATH_SCIENCE,8,6.62,6.48,0.0,0.0,0.0,6.7,0.95,0,6.93,6.38,-0.09,1.0,0.9857,-0.3,0.0767,0.0398,1,0,0.29,0,0,6.6,LOW,0
HS280433,5,2025,1,5,MATH_SCIENCE,8,6.65,6.97,0.0,0.0,0.0,7.05,1.01,0,6.81,6.7,-0.24,0.7876,0.7323,-0.47,0.0813,0.0394,1,0,0.29,0,0,6.5,LOW,0
HS280433,6,2025,1,5,MATH_SCIENCE,8,7.01,7.17,0.0,0.0,0.0,7.33,1.04,0,6.72,6.75,0.29,0.7731,0.7805,-0.17,0.0791,0.0415,1,0,0.29,0,0,6.5,LOW,0
HS280433,13,2025,1,5,TECHNOLOGY,8,6.97,7.0,0.0,0.0,0.0,6.96,0.97,0,6.88,6.3,0.51,1.0,1.0,-0.51,0.0771,0.0394,1,0,0.29,0,0,6.7,LOW,0
HS280433,14,2025,1,5,TECHNOLOGY,8,7.58,7.61,0.0,0.0,0.0,7.47,0.99,0,7.06,5.77,0.0,0.2051,0.2453,-1.53,0.0831,0.0405,1,0,0.29,0,0,6.7,LOW,0
HS280433,9,2025,1,5,HUMANITIES,8,5.67,5.64,0.0,0.0,0.0,5.7,1.04,0,5.52,5.77,0.0,0.5833,0.7782,0.21,0.0796,0.0389,1,0,0.31,0,0,5.6,MODERATE,0
HS170434,106,2025,1,5,MATH_SCIENCE,7,5.2,5.05,0.0,0.0,0.0,5.5,0.98,0,5.15,6.31,0.0,1.0,1.0,0.75,0.0,0.0,0,2,1.1,1,0,6.5,LOW,0
HS170434,2,2025,1,5,HUMANITIES,7,5.84,6.03,0.0,0.0,0.0,5.55,1.03,0,6.09,6.6,0.0,1.0,1.0,0.58,0.0,0.0,0,2,1.14,1,0,6.5,LOW,0
